hpi_type,hpi_flavor,frequency,level,place_name,place_id,yr,period,index_nsa,index_sa
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2008,4,183.63,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2009,1,183.75,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2009,2,181.44,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2009,3,176.14,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2009,4,175.12,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010,1,173.65,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010,2,173.11,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010,3,174.93,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010,4,174.26,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2011,1,169.70,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2011,2,168.84,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2011,3,169.92,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2011,4,170.49,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012,1,169.24,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012,2,169.11,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012,3,171.48,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012,4,171.90,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2013,1,172.91,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2013,2,175.81,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2013,3,177.79,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2013,4,180.46,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2014,1,182.91,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2014,2,187.95,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2014,3,191.03,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2014,4,193.83,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2015,1,197.35,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2015,2,202.05,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2015,3,207.52,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2015,4,209.85,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2016,1,214.79,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2016,2,221.24,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2016,3,225.98,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2016,4,230.72,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2017,1,235.64,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2017,2,242.10,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2017,3,247.70,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2017,4,251.60,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2018,1,256.99,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2018,2,263.13,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2018,3,267.64,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2018,4,270.58,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2019,1,273.66,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2019,2,278.12,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2019,3,282.03,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2019,4,285.01,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2020,1,289.60,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2020,2,292.33,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2020,3,298.38,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2020,4,304.78,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2021,1,313.04,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2021,2,333.06,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2021,3,356.58,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2021,4,377.38,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2022,1,397.80,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2022,2,433.48,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2022,3,443.91,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2022,4,435.85,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2023,1,439.53,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2023,2,447.57,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2023,3,449.14,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2023,4,451.63,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2024,1,456.85,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2024,2,465.12,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2024,3,472.53,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2024,4,473.59,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2025,1,473.26,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2025,2,479.20,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1975,3,25.83,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1975,4,25.74,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1976,1,24.21,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1976,2,25.06,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1976,3,25.85,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1976,4,25.38,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1977,1,25.48,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1977,2,26.11,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1977,3,25.74,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1977,4,25.80,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1978,1,25.79,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1978,2,26.16,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1978,3,26.24,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1978,4,27.07,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1979,1,27.23,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1979,2,27.52,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1979,3,28.79,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1979,4,28.94,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1980,1,29.65,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1980,2,30.75,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1980,3,31.68,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1980,4,33.28,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1981,1,33.64,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1981,2,34.41,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1981,3,37.28,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1981,4,37.38,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1982,1,39.00,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1982,2,40.77,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1982,3,41.36,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1982,4,42.55,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1983,1,44.29,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1983,2,46.12,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1983,3,48.44,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1983,4,50.28,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1984,1,53.60,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1984,2,56.77,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1984,3,59.93,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1984,4,63.77,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1985,1,67.53,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1985,2,70.71,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1985,3,72.26,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1985,4,76.10,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1986,1,78.22,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1986,2,85.15,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1986,3,88.43,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1986,4,91.88,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1987,1,95.46,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1987,2,100.14,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1987,3,103.82,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1987,4,106.13,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1988,1,108.06,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1988,2,109.65,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1988,3,110.54,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1988,4,110.37,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1989,1,109.88,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1989,2,109.22,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1989,3,109.12,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1989,4,108.12,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1990,1,107.42,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1990,2,104.84,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1990,3,103.72,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1990,4,101.14,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1991,1,100.91,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1991,2,99.98,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1991,3,100.05,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1991,4,100.64,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1992,1,101.50,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1992,2,101.44,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1992,3,101.94,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1992,4,102.53,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1993,1,102.19,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1993,2,102.68,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1993,3,102.88,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1993,4,103.11,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1994,1,103.33,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1994,2,102.92,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1994,3,102.36,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1994,4,100.76,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1995,1,100.00,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1995,2,101.46,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1995,3,102.97,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1995,4,102.94,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1996,1,104.52,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1996,2,104.31,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1996,3,104.76,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1996,4,104.66,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1997,1,104.80,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1997,2,106.89,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1997,3,108.29,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1997,4,108.52,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1998,1,111.27,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1998,2,112.71,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1998,3,115.08,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1998,4,116.93,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1999,1,118.89,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1999,2,122.82,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1999,3,128.55,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,1999,4,132.61,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2000,1,136.74,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2000,2,141.23,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2000,3,146.96,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2000,4,150.06,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2001,1,153.54,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2001,2,158.23,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2001,3,163.83,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2001,4,167.88,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2002,1,173.34,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2002,2,180.51,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2002,3,188.15,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2002,4,193.23,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2003,1,199.02,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2003,2,204.90,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2003,3,208.15,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2003,4,219.73,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2004,1,225.62,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2004,2,232.65,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2004,3,248.60,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2004,4,254.31,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2005,1,261.66,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2005,2,272.21,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2005,3,281.67,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2005,4,289.09,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2006,1,293.90,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2006,2,296.09,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2006,3,294.99,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2006,4,296.60,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2007,1,296.05,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2007,2,293.71,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2007,3,288.73,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2007,4,288.61,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2008,1,286.23,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2008,2,278.09,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2008,3,268.39,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2008,4,264.71,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2009,1,267.41,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2009,2,260.35,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2009,3,252.81,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2009,4,249.38,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2010,1,247.47,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2010,2,245.89,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2010,3,249.30,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2010,4,248.81,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2011,1,244.90,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2011,2,240.34,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2011,3,238.11,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2011,4,240.46,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2012,1,237.84,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2012,2,235.35,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2012,3,236.12,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2012,4,235.10,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2013,1,235.59,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2013,2,236.93,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2013,3,237.76,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2013,4,237.88,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2014,1,238.67,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2014,2,240.54,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2014,3,245.10,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2014,4,247.17,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2015,1,249.68,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2015,2,252.19,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2015,3,253.28,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2015,4,254.01,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2016,1,255.51,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2016,2,260.25,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2016,3,263.07,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2016,4,266.17,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2017,1,266.33,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2017,2,271.99,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2017,3,277.53,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2017,4,280.92,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2018,1,284.06,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2018,2,287.70,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2018,3,293.26,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2018,4,294.32,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2019,1,295.37,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2019,2,300.79,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2019,3,305.11,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2019,4,308.64,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2020,1,311.99,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2020,2,315.04,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2020,3,318.67,
