hpi_type,hpi_flavor,frequency,level,place_name,place_id,yr,period,index_nsa,index_sa
traditional,all-transactions,quarterly,MSA,"Iowa City, IA",26980,2020,1,194.71,
traditional,all-transactions,quarterly,MSA,"Iowa City, IA",26980,2020,2,195.80,
traditional,all-transactions,quarterly,MSA,"Iowa City, IA",26980,2020,3,195.33,
traditional,all-transactions,quarterly,MSA,"Iowa City, IA",26980,2020,4,199.10,
traditional,all-transactions,quarterly,MSA,"Iowa City, IA",26980,2021,1,198.94,
traditional,all-transactions,quarterly,MSA,"Iowa City, IA",26980,2021,2,207.83,
traditional,all-transactions,quarterly,MSA,"Iowa City, IA",26980,2021,3,213.06,
traditional,all-transactions,quarterly,MSA,"Iowa City, IA",26980,2021,4,219.33,
traditional,all-transactions,quarterly,MSA,"Iowa City, IA",26980,2022,1,219.42,
traditional,all-transactions,quarterly,MSA,"Iowa City, IA",26980,2022,2,237.41,
traditional,all-transactions,quarterly,MSA,"Iowa City, IA",26980,2022,3,235.81,
traditional,all-transactions,quarterly,MSA,"Iowa City, IA",26980,2022,4,244.44,
traditional,all-transactions,quarterly,MSA,"Iowa City, IA",26980,2023,1,244.50,
traditional,all-transactions,quarterly,MSA,"Iowa City, IA",26980,2023,2,247.95,
traditional,all-transactions,quarterly,MSA,"Iowa City, IA",26980,2023,3,250.36,
traditional,all-transactions,quarterly,MSA,"Iowa City, IA",26980,2023,4,253.82,
traditional,all-transactions,quarterly,MSA,"Iowa City, IA",26980,2024,1,247.55,
traditional,all-transactions,quarterly,MSA,"Iowa City, IA",26980,2024,2,257.49,
traditional,all-transactions,quarterly,MSA,"Iowa City, IA",26980,2024,3,260.28,
traditional,all-transactions,quarterly,MSA,"Iowa City, IA",26980,2024,4,257.55,
traditional,all-transactions,quarterly,MSA,"Iowa City, IA",26980,2025,1,265.43,
traditional,all-transactions,quarterly,MSA,"Iowa City, IA",26980,2025,2,273.25,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1987,2,84.11,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1987,3,86.18,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1987,4,92.72,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1988,1,87.62,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1988,2,97.14,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1988,3,100.62,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1988,4,99.69,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1989,1,100.43,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1989,2,104.28,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1989,3,105.19,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1989,4,107.69,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1990,1,108.82,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1990,2,104.38,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1990,3,106.68,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1990,4,108.82,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1991,1,104.12,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1991,2,107.70,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1991,3,106.51,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1991,4,108.21,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1992,1,108.97,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1992,2,106.69,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1992,3,108.33,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1992,4,108.39,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1993,1,108.76,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1993,2,110.14,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1993,3,108.13,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1993,4,109.93,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1994,1,109.37,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1994,2,105.46,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1994,3,105.41,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1994,4,102.14,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1995,1,100.00,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1995,2,103.00,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1995,3,104.14,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1995,4,101.60,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1996,1,104.69,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1996,2,101.64,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1996,3,103.69,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1996,4,106.05,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1997,1,108.25,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1997,2,103.74,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1997,3,106.19,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1997,4,107.85,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1998,1,108.49,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1998,2,107.64,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1998,3,107.91,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1998,4,109.36,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1999,1,110.43,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1999,2,109.39,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1999,3,109.89,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,1999,4,110.14,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2000,1,112.10,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2000,2,112.51,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2000,3,112.31,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2000,4,113.92,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2001,1,116.50,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2001,2,119.43,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2001,3,121.59,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2001,4,121.95,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2002,1,122.53,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2002,2,124.86,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2002,3,126.98,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2002,4,128.44,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2003,1,128.99,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2003,2,132.25,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2003,3,136.07,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2003,4,144.70,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2004,1,141.08,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2004,2,150.60,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2004,3,151.81,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2004,4,153.19,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2005,1,153.34,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2005,2,168.87,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2005,3,170.88,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2005,4,175.80,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2006,1,172.37,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2006,2,181.14,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2006,3,185.58,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2006,4,181.23,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2007,1,178.38,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2007,2,185.09,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2007,3,185.54,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2007,4,186.74,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2008,1,189.84,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2008,2,193.59,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2008,3,189.96,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2008,4,192.48,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2009,1,189.30,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2009,2,191.24,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2009,3,193.11,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2009,4,194.29,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2010,1,189.97,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2010,2,192.06,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2010,3,189.37,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2010,4,188.81,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2011,1,195.64,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2011,2,194.38,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2011,3,190.59,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2011,4,191.73,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2012,1,193.31,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2012,2,193.16,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2012,3,192.34,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2012,4,196.25,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2013,1,192.48,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2013,2,197.86,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2013,3,198.29,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2013,4,199.90,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2014,1,195.14,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2014,2,214.20,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2014,3,207.64,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2014,4,213.04,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2015,1,206.39,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2015,2,206.78,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2015,3,209.65,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2015,4,211.17,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2016,1,210.17,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2016,2,214.63,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2016,3,220.17,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2016,4,226.75,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2017,1,218.35,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2017,2,226.22,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2017,3,236.67,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2017,4,228.92,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2018,1,226.44,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2018,2,218.14,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2018,3,228.65,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2018,4,229.24,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2019,1,229.52,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2019,2,227.80,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2019,3,228.45,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2019,4,230.14,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2020,1,233.53,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2020,2,238.08,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2020,3,238.54,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2020,4,249.73,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2021,1,255.27,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2021,2,255.17,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2021,3,277.74,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2021,4,284.83,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2022,1,272.91,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2022,2,297.57,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2022,3,317.49,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2023,1,292.51,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2023,2,315.07,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2023,3,346.02,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2023,4,347.98,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2024,1,352.70,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2024,2,358.02,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2024,3,361.36,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2024,4,361.58,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2025,1,361.82,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2025,2,382.69,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1986,2,49.18,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1986,3,59.46,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1986,4,58.99,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1987,1,59.54,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1987,2,59.44,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1987,3,63.64,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1987,4,62.25,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1988,1,64.78,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1988,2,67.89,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1988,3,66.50,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1988,4,68.89,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1989,1,70.80,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1989,2,72.19,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1989,3,77.20,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1989,4,75.04,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1990,1,77.84,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1990,2,80.51,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1990,3,80.76,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1990,4,81.24,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1991,1,81.46,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1991,2,83.57,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1991,3,84.06,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1991,4,85.22,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1992,1,87.12,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1992,2,88.23,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1992,3,88.74,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1992,4,89.61,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1993,1,89.82,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1993,2,90.75,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1993,3,91.59,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1993,4,92.47,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1994,1,94.09,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1994,2,95.79,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1994,3,97.59,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1994,4,96.02,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1995,1,100.00,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1995,2,102.68,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1995,3,103.34,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1995,4,108.07,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1996,1,108.20,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1996,2,111.60,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1996,3,114.39,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1996,4,115.39,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1997,1,117.54,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1997,2,118.12,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1997,3,121.87,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1997,4,123.66,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1998,1,126.13,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1998,2,128.38,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1998,3,130.47,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1998,4,131.96,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1999,1,133.33,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1999,2,136.07,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1999,3,137.70,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,1999,4,139.35,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2000,1,146.22,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2000,2,145.70,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2000,3,148.06,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2000,4,149.45,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2001,1,153.07,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2001,2,154.78,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2001,3,156.62,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2001,4,159.11,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2002,1,160.06,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2002,2,163.33,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2002,3,164.70,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2002,4,165.70,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2003,1,166.19,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2003,2,168.26,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2003,3,170.93,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2003,4,174.77,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2004,1,174.06,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2004,2,176.66,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2004,3,180.32,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2004,4,181.62,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2005,1,181.91,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2005,2,185.56,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2005,3,185.37,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2005,4,187.14,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2006,1,185.40,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2006,2,183.17,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2006,3,179.60,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2006,4,182.38,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2007,1,181.58,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2007,2,176.54,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2007,3,172.34,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2007,4,170.14,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2008,1,173.94,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2008,2,165.85,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2008,3,153.71,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2008,4,157.29,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2009,1,158.74,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2009,2,152.79,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2009,3,145.81,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2009,4,146.35,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2010,1,139.94,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2010,2,140.64,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2010,3,140.84,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2010,4,138.04,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2011,1,131.76,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2011,2,130.20,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2011,3,131.47,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2011,4,130.71,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2012,1,129.65,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2012,2,127.83,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2012,3,129.39,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2012,4,130.94,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2013,1,129.39,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2013,2,132.50,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2013,3,135.71,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2013,4,138.10,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2014,1,137.60,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2014,2,140.25,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2014,3,143.23,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2014,4,146.12,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2015,1,145.69,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2015,2,150.03,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2015,3,150.74,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2015,4,155.98,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2016,1,152.38,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2016,2,155.00,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2016,3,157.02,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2016,4,159.31,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2017,1,162.90,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2017,2,166.80,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2017,3,170.81,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2017,4,176.17,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2018,1,174.86,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2018,2,177.35,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2018,3,182.47,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2018,4,179.87,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2019,1,185.73,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2019,2,189.67,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2019,3,189.36,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2019,4,192.91,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2020,1,194.88,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2020,2,196.43,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2020,3,203.27,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2020,4,204.38,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2021,1,210.25,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2021,2,221.08,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2021,3,229.66,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2021,4,234.97,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2022,1,241.22,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2022,2,255.22,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2022,3,263.45,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2022,4,261.05,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2023,1,252.39,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2023,2,264.92,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2023,3,272.23,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2023,4,269.68,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2024,1,276.30,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2024,2,292.35,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2024,3,292.90,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2024,4,293.26,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2025,1,293.40,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2025,2,305.05,
traditional,all-transactions,quarterly,MSA,"Jackson, MS",27140,1980,2,63.72,
traditional,all-transactions,quarterly,MSA,"Jackson, MS",27140,1980,3,71.21,
traditional,all-transactions,quarterly,MSA,"Jackson, MS",27140,1980,4,77.34,
traditional,all-transactions,quarterly,MSA,"Jackson, MS",27140,1981,1,67.44,
traditional,all-transactions,quarterly,MSA,"Jackson, MS",27140,1981,2,79.62,
